"SP Fleming","5"
"Z Khan","5"
"AB Agarkar","6"
"AC Blizzard","6"
"Ankit Sharma","6"
"B Lee","6"
"M Morkel","6"
"MG Johnson","6"
"MJ Lumb","6"
"Mohammad Hafeez","6"
"PA Reddy","6"
"PR Shah","6"
"R Sharma","6"
"RN ten Doeschate","6"
"SD Chitnis","6"
"SK Warne","6"
"SM Katich","6"
"A Ashish Reddy","7"
"CM Gautam","7"
"JC Buttler","7"
"K Goel","7"
"KK Cooper","7"
"MD Mishra","7"
"MR Marsh","7"
"Shahid Afridi","7"
"UT Yadav","7"
"W Jaffer","7"
"A Mishra","8"
"AA Jhunjhunwala","8"
"CJ Anderson","8"
"DW Steyn","8"
"M Kaif","8"
"MV Boucher","8"
"S Vidyut","8"
"Y Nagar","8"
"Azhar Mahmood","9"
"B Kumar","9"
"DB Ravi Teja","9"
"DT Christian","9"
"Gurkeerat Singh","9"
"J Botha","9"
"R Sathish","9"
"RJ Harris","9"
"VVS Laxman","9"
"AD Russell","10"
"B Chipli","10"
"DJG Sammy","10"
"HH Pandya","10"
"JEC Franklin","10"
"SS Iyer","10"
"AR Patel","11"
"DJ Hooda","11"
"P Kumar","11"
"SA Asnodkar","11"
"CA Pujara","12"
"KP Pietersen","12"
"KV Sharma","12"
"R Vinay Kumar","12"
"RS Bopara","12"
"S Sohal","12"
"SP Goswami","12"
"JR Hopes","13"
"KL Rahul","13"
"LMP Simmons","13"
"R Ashwin","13"
"UBT Chand","13"
"A Symonds","14"
"M Manhas","14"
"Shakib Al Hasan","14"
"AL Menaria","15"
"JP Faulkner","15"
"LR Shukla","15"
"SA Yadav","15"
"AP Tare","16"
"GH Vihari","16"
"GJ Bailey","16"
"HH Gibbs","16"
"M Vohra","16"
"MC Henriques","16"
"NLTC Perera","16"
"R Bhatia","16"
"JD Ryder","17"
"KM Jadhav","17"
"ML Hayden","17"
"MS Bisla","17"
"PC Valthaty","17"
"KK Nair","18"
"Q de Kock","18"
"STR Binny","18"
"AD Mathews","19"
"GC Smith","19"
"ST Jayasuriya","19"
"F du Plessis","20"
"SPD Smith","20"
"AM Nayar","21"
"CL White","21"
"EJG Morgan","21"
"PP Chawla","21"
"BJ Hodge","22"
"TL Suman","22"
"AJ Finch","23"
"DA Miller","24"
"LRPL Taylor","24"
"TM Dilshan","24"
"Y Venugopal Rao","24"
"JA Morkel","25"
"MK Tiwary","25"
"GJ Maxwell","26"
"SV Samson","26"
"SE Marsh","27"
"MA Agarwal","28"
"MEK Hussey","29"
"SS Tiwary","29"
"IK Pathan","30"
"JP Duminy","30"
"Mandeep Singh","30"
"S Badrinath","30"
"WP Saha","30"
"Harbhajan Singh","31"
"DJ Hussey","32"
"DJ Bravo","33"
"SC Ganguly","36"
"SR Tendulkar","36"
"DPMD Jayawardene","38"
"MK Pandey","38"
"KC Sangakkara","39"
"CH Gayle","42"
"DR Smith","42"
"SR Watson","42"
"RA Jadeja","43"
"AM Rahane","44"
"KA Pollard","47"
"PA Patel","47"
"R Dravid","47"
"AB de Villiers","48"
"M Vijay","48"
"NV Ojha","50"
"AT Rayudu","51"
"BB McCullum","52"
"AC Gilchrist","53"
"S Dhawan","54"
"DA Warner","55"
"JH Kallis","59"
"MS Dhoni","60"
"YK Pathan","63"
"KD Karthik","64"
"G Gambhir","65"
"V Kohli","66"
"Yuvraj Singh","68"
"V Sehwag","69"
"RG Sharma","77"
"RV Uthappa","78"
"SK Raina","86"
